PROPERTY.TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,Dollar/SQUARE.FEET,LATITUDE,LONGITUDE,DAYS.ON.MARKET
Single Family Residential,2361 Oak Dr,Running Springs Area,CA,92382,279900,2,1,833,2000,1971,336,34.210554,-117.080517,205
Single Family Residential,461 N St Andrews Pl,Los Angeles,CA,90004,799000,1,1.5,693,2001,1921,1153,34.079743,-118.311516,17
Single Family Residential,9135 W Rancho Park Cir,Rancho Cucamonga,CA,91730,675000,4,3,2001,2001,2004,337,34.0876979,-117.60429,19
Single Family Residential,621 Mildred Ave,Venice,CA,90291,3495000,3,4,2766,2001,2016,1264,33.9872714,-118.4633706,68
Single Family Residential,6523 Scout Ave,Bell Gardens,CA,90201,599000,1,1,732,2004,1947,818,33.9708361,-118.1357548,53
Single Family Residential,3185 Clarita Ct,Thousand Oaks,CA,91362,1200000,4,2.5,2007,2007,1996,598,34.2155432,-118.8181152,5
Single Family Residential,10546 Royal Oak Way,Stanton,CA,90680,725000,3,2,1080,2024,1972,671,33.809417,-117.995743,14
Single Family Residential,3621 Vista Campana S #11,Oceanside,CA,92057,535000,2,2,1480,2025,1968,361,33.2149734,-117.3298632,1
Single Family Residential,1672 Las Casitas Dr,Borrego Springs,CA,92004,150000,1,1,818,2035,1989,183,33.192583,-116.3271354,216
Single Family Residential,9342 Rush St,South El Monte,CA,91733,474900,1,1,582,2036,1941,816,34.0516062,-118.0657761,222
Single Family Residential,5943 Wall St,Los Angeles,CA,90003,544999,2,1,840,2040,1910,649,33.9862043,-118.2720078,231
Single Family Residential,447 Nantucket,Escondido,CA,92027,650000,3,2,1266,2044,1985,513,33.142905,-117.045054,71
Single Family Residential,12947 Radiance Ct,Eastvale,CA,92880,700000,3,2.5,1719,2045,2015,407,33.9594877,-117.5660365,12
Single Family Residential,5515 S Hoover St,Los Angeles,CA,90037,629900,3,2,1171,2047,1910,538,33.9918325,-118.2873288,18
Single Family Residential,9775 New Forest Ln,Jurupa Valley,CA,92509,641990,4,2.5,1884,2049,2025,341,33.9742425,-117.493495,54
Single Family Residential,14840 Dove Tree Ct,Tustin,CA,92780,998000,4,2.5,1600,2052,1997,624,33.7266525,-117.830052,3
Multi-Family (2-4 Unit),4781 Long Branch Ave,San Diego,CA,92107,1650000,3,3,1314,2072,1954,1256,32.748406,-117.2439724,15
Single Family Residential,3479 East Moonstone Dr,Ontario,CA,91761,774138,3,2.5,2075,2075,2025,373,34.0152191,-117.5767876,42
Single Family Residential,57 B Surfside Ave,Surfside,CA,90743,2895000,4,4,2496,2075,1984,1160,33.7269901,-118.0822038,65
Single Family Residential,1221 La Paloma Gln,Escondido,CA,92026,639000,2,2,1266,2075,1975,505,33.154006,-117.111881,98
Single Family Residential,2820 S La Brea Ave,Los Angeles,CA,90016,684900,3,2,848,2080,1948,808,34.0289455,-118.3523357,10
Single Family Residential,2534 East 14th St,Long Beach,CA,90804,600000,2,1,520,2081,1923,1154,33.7840939,-118.1614951,89
Single Family Residential,530 Diamond St Unit C,Monrovia,CA,91016,899900,4,2.5,1556,2091,1998,578,34.1357069,-118.0109007,6
Single Family Residential,7602 N Courage Way,Van Nuys,CA,91405,777000,4,2.5,1574,2091,2016,494,34.2087219,-118.4642236,11
Single Family Residential,27723 S Grandview Way,San Pedro,CA,90732,1199000,4,3.5,2057,2093,2023,583,33.7681164,-118.3067879,6
Single Family Residential,2940 Cherry Way,Ontario,CA,91761,595000,3,2.5,1458,2100,1985,408,34.0202157,-117.647541,6
Single Family Residential,872 Sierra Vista Dr #9,Twin Peaks,CA,92391,355000,4,3,1922,2100,1970,185,34.2376253,-117.2211708,10
Single Family Residential,9560 Frank Way,Santee,CA,92071,719000,3,2.5,1410,2100,1979,510,32.8504728,-116.9722668,23
Single Family Residential,683 Alta Vista Way,Laguna Beach,CA,92651,2950000,3,2.5,1931,2100,1972,1528,33.5260144,-117.7614162,30
Single Family Residential,4718 Dawes St,San Diego,CA,92109,1645000,3,1.5,1040,2100,1996,1582,32.8009286,-117.2512067,39
Single Family Residential,708 W Country Club Blvd,Big Bear City,CA,92314,280000,2,1,600,2100,1981,467,34.2615513,-116.8573442,98
Single Family Residential,5861 Ginger Dr,Eastvale,CA,92880,779900,4,3,2640,2103,2017,295,33.981404,-117.5680208,12
Single Family Residential,5861 Ginger Dr,Eastvale,CA,92880,779900,4,3,2640,2103,2017,295,33.981404,-117.5680208,13
Single Family Residential,12229 Inspire Ln,Pacoima,CA,91331,699998,4,2.5,1575,2103,2012,444,34.2780235,-118.3996202,41
Single Family Residential,243 Firestone,Hemet,CA,92545,419000,2,2,1547,2134,2007,271,33.7481089,-117.0577786,8
Single Family Residential,599 Acacia Dr,Crestline,CA,92325,255000,2,1,744,2150,1946,343,34.2419059,-117.256807,30
Single Family Residential,44117 Village #44,Camarillo,CA,93012,774900,2,2,1441,2153,1983,538,34.2318594,-118.9748003,4
Single Family Residential,3105 E Discovery St,Ontario,CA,91762,715000,3,2.5,1656,2156,2015,432,33.981827,-117.585428,23
Single Family Residential,21322 S Western Ave,Torrance,CA,90501,640000,2,1,796,2174,1925,804,33.8346059,-118.3088278,26
Single Family Residential,76 W Del Amo Blvd,Long Beach,CA,90805,639997,2,1,642,2176,1944,997,33.846461,-118.1973726,62
Single Family Residential,1239 Bayside Ln,Oxnard,CA,93035,995000,4,3,2372,2178,2004,419,34.1893316,-119.2316816,3
Single Family Residential,16064 Palo Blanco St,Moreno Valley,CA,92551,549900,4,2.5,1869,2178,2024,294,33.8870857,-117.2223619,4
Single Family Residential,137 Mainsail Ct,Port Hueneme,CA,93041,1149900,3,3,2133,2178,1978,539,34.1456877,-119.1996585,5
Single Family Residential,46059 Rocky Trail Ln #124,Temecula,CA,92592,649990,3,2.5,1846,2178,2011,352,33.458713,-117.103336,5
Single Family Residential,76660 Kybar Rd,Palm Desert,CA,92211,385000,2,2,1384,2178,1999,278,33.7365629,-116.3275351,9
Single Family Residential,304 Myrl Pl,Hemet,CA,92545,379900,2,2,1188,2178,1986,320,33.7516185,-117.0011398,16
Single Family Residential,7042 Logsdon Dr,Eastvale,CA,92880,729999,3,2.5,1737,2178,2011,420,33.9598574,-117.5979967,17
Single Family Residential,12707 Tigers Eye Way,Moreno Valley,CA,92555,518000,3,2.5,1733,2178,2018,299,33.9365921,-117.1844306,21
Single Family Residential,3621 Vista Campana S #56,Oceanside,CA,92057,539000,2,2,1480,2178,1967,364,33.2149734,-117.3298632,46
Single Family Residential,40036 Village 40,Camarillo,CA,93012,650000,2,2,1441,2178,1974,451,34.2285273,-118.9769727,47
Single Family Residential,5118 Village 5,Camarillo,CA,93012,849000,3,2,1678,2178,1977,506,34.2216315,-118.9943416,62
Single Family Residential,9772 Edenbrook Dr,Riverside,CA,92503,568000,3,2.5,1440,2178,2006,394,33.9259873,-117.4545837,68
Single Family Residential,1213 Seven Hills Dr,Hemet,CA,92545,405000,3,2,1568,2178,1984,258,33.7275682,-116.9975162,72
Single Family Residential,2161 4th Ln,Big Bear City,CA,92314,282000,1,1,600,2178,1979,470,34.2451995,-116.8022049,111
Single Family Residential,12704 Ironstone Way,Moreno Valley,CA,92555,520000,4,2.5,1818,2178,2021,286,33.9365858,-117.1846926,145
Single Family Residential,1205 Yorba Linda St,Bakersfield,CA,93309,260000,2,2,1550,2178,1969,168,35.343762,-119.063726,220
Single Family Residential,10106 Gish Ave,Tujunga,CA,91042,630000,2,1.5,540,2181,1924,1167,34.2517671,-118.2767966,67
Single Family Residential,38 Calle Del Norte,Rancho Mirage,CA,92270,1595000,3,3.5,3763,2197,2002,424,33.8142671,-116.4334168,54
Single Family Residential,1784 Promenade Pl,Vista,CA,92083,675000,3,2.5,1426,2198,1989,473,33.1947138,-117.278961,13
Single Family Residential,11090 Mountain View Dr #39,Rancho Cucamonga,CA,91730,688000,2,2.5,1516,2200,2003,454,34.1163094,-117.563778,87
Single Family Residential,1390 Gundry Ave,Long Beach,CA,90813,629000,1,1,654,2230,1922,962,33.7842873,-118.1740472,24
Single Family Residential,3647 Paseo Vista Famosa,Rancho Santa Fe,CA,92091,1895000,3,2.5,2479,2236,1988,764,32.9913921,-117.2145249,1
Single Family Residential,12347 N Aragon Way,Sylmar,CA,91342,705000,4,2.5,1489,2244,2017,473,34.2952121,-118.4547244,19
Single Family Residential,8708 Celebration St,Chino,CA,91708,765000,4,3.5,2022,2248,2019,378,33.9607905,-117.6145937,4
Single Family Residential,8708 Celebration St,Chino,CA,91708,765000,4,3.5,2022,2248,2019,378,33.9607905,-117.6145937,5
Single Family Residential,1109 S Dacotah St,Los Angeles,CA,90023,625000,2,1,784,2250,1909,797,34.0261136,-118.2095243,28
Single Family Residential,2136 3rd Ln,Big Bear City,CA,92314,305000,2,1,720,2250,2005,424,34.2443638,-116.8034371,31
Single Family Residential,964 Pine Ln,Big Bear City,CA,92314,319000,2,1,840,2250,1982,380,34.2436993,-116.7972924,38
Single Family Residential,6020 E Ocean Blvd,Long Beach,CA,90803,3249000,4,4,3705,2253,1991,877,33.7487192,-118.1236236,7
Multi-Family (2-4 Unit),1721 Morton Ave,Los Angeles,CA,90026,749000,3,3,1844,2263,1911,406,34.0827873,-118.2519334,257
Single Family Residential,23356 Via San Miguel,Aliso Viejo,CA,92656,699000,3,2,1240,2264,1970,564,33.6044155,-117.722559,4
Single Family Residential,607 S Indian Hill Blvd Unit A,Claremont,CA,91711,473998,2,2,1088,2267,1962,436,34.0848607,-117.7211338,92
Single Family Residential,3748 W 118th St,Hawthorne,CA,90250,700000,3,3,1407,2276,1996,498,33.9262015,-118.3373599,14
Single Family Residential,653 S Mandarin Ln,Rialto,CA,92376,570500,3,2.5,2111,2276,2019,270,34.0896904,-117.3854162,38
Single Family Residential,653 S Mandarin Ln,Rialto,CA,92376,570500,3,2.5,2111,2276,2019,270,34.0896904,-117.3854162,39
Single Family Residential,3171 Norton Ave,Lynwood,CA,90262,569000,2,1,750,2280,1953,759,33.9334744,-118.2135206,117
Single Family Residential,1327 Exposition Blvd,Los Angeles,CA,90018,639900,2,2,848,2281,1915,755,34.0185062,-118.3010096,32
Single Family Residential,12121 163rd St,Norwalk,CA,90650,609000,3,1,836,2308,1956,728,33.883602,-118.074202,144
Single Family Residential,11706 Oak St,Apple Valley,CA,92308,269900,2,2,990,2310,1989,273,34.463986,-117.2492179,21
Single Family Residential,846 Maple Ln,Sugarloaf,CA,92386,389000,2,2,1114,2310,1979,349,34.2369217,-116.8253332,47
Single Family Residential,11433 Mountain View Dr #62,Rancho Cucamonga,CA,91730,655999,3,2.5,1661,2310,2002,395,34.1153064,-117.5550772,51
Single Family Residential,11096 Sandy Ln,Apple Valley,CA,92308,319000,2,2,1360,2310,1995,235,34.4529187,-117.2365683,132
Single Family Residential,820 A Ln,Big Bear City,CA,92314,260000,2,1,872,2310,1979,298,34.2464324,-116.7935681,180
Single Family Residential,8617 Elm St,Los Angeles,CA,90002,535000,2,1,560,2315,1923,955,33.959466,-118.2387988,97
Single Family Residential,64 Seacrest Ct,Long Beach,CA,90803,1049000,3,2,1729,2326,1973,607,33.7591665,-118.0939561,3
Single Family Residential,1639 Winn Ct,Pomona,CA,91768,520000,2,2,906,2327,1987,574,34.0713235,-117.7822409,3
Single Family Residential,1639 Winn Ct,Pomona,CA,91768,520000,2,2,906,2327,1987,574,34.0713235,-117.7822409,4
Multi-Family (2-4 Unit),16313 Hunsaker Ave,Paramount,CA,90723,619999,2,2,738,2335,1941,840,33.8865189,-118.1852616,80
Single Family Residential,7294 Arcadia Dr,Huntington Beach,CA,92648,1574000,3,3.5,2509,2336,2006,627,33.6904087,-118.0004984,2
Multi-Family (2-4 Unit),15 69th Pl,Long Beach,CA,90803,2749000,5,4.5,3725,2339,1974,738,33.7461374,-118.1191808,56
Single Family Residential,8272 Wall St,Los Angeles,CA,90003,475000,2,1,616,2340,1927,771,33.9639361,-118.2715625,349
Single Family Residential,818 Record Ave,East Los Angeles,CA,90063,520000,2,1,700,2341,1924,743,34.0459223,-118.1821303,101
Single Family Residential,23516 Los Grandes St,Aliso Viejo,CA,92656,699000,3,2,1240,2351,1971,564,33.600654,-117.719376,7
Single Family Residential,23401 Via San Miguel,Aliso Viejo,CA,92656,725000,3,2,1240,2351,1972,585,33.6041227,-117.7215689,10
Single Family Residential,865 Holmes Ln,Sugarloaf,CA,92386,385000,1,1,432,2375,1968,891,34.236525,-116.827929,12
Single Family Residential,210 39th St,Newport Beach,CA,92663,2794999,3,2.5,1183,2375,1945,2363,33.6184267,-117.9353159,69
Single Family Residential,517 Moreno Ln,Sugarloaf,CA,92386,229000,1,1,550,2375,1952,416,34.242821,-116.826529,72
Single Family Residential,212 Vista Ln,Sugarloaf,CA,92386,275000,2,1.5,930,2375,1981,296,34.248443,-116.831635,78
Single Family Residential,860 Spruce Ln,Sugarloaf,CA,92386,299000,2,1,784,2375,1979,381,34.236707,-116.823787,101
Single Family Residential,329 Vista Ln,Sugarloaf,CA,92386,365000,2,1,608,2375,1977,600,34.246321,-116.831157,294
Single Family Residential,2038 Mesquite Ln,Colton,CA,92324,523900,3,2.5,1717,2376,2018,305,34.0774674,-117.3625347,13
Single Family Residential,8318 Howe,Paramount,CA,90723,560000,2,1,608,2376,1955,921,33.9070303,-118.1538431,63
Single Family Residential,11653 Pepper Ln,Apple Valley,CA,92308,260000,2,1.5,986,2380,1986,264,34.46308,-117.2426716,45
Single Family Residential,6416 Corona Ave,Bell,CA,90201,610000,1,1,792,2385,1937,770,33.9784174,-118.1962577,1
Single Family Residential,34165 Renton Dr,Lake Elsinore,CA,92532,555000,4,3,1767,2386,2013,314,33.6614781,-117.2441285,80
Single Family Residential,486 Checkerbloom Ln,Santa Paula,CA,93060,799990,4,3.5,2205,2390,2025,363,34.36558914,-119.0468063,53
Single Family Residential,29 W Neapolitan Ln,Long Beach,CA,90803,3199000,3,2,2000,2393,1947,1600,33.7537783,-118.1249089,34
Single Family Residential,2100 1st Ln,Big Bear City,CA,92314,299900,2,1.5,750,2400,1981,400,34.2433544,-116.8050036,12
Single Family Residential,11682 Maple St,Apple Valley,CA,92308,290000,2,2,1195,2400,1989,243,34.4638176,-117.2484859,54
Single Family Residential,32868 Deer Ln,Running Springs Area,CA,92382,325000,2,2,936,2400,1953,347,34.2132014,-117.0861721,55
Single Family Residential,32905 Chipmunk Ln,Running Springs Area,CA,92382,299999,2,1,608,2400,1979,493,34.212112,-117.085374,84
Single Family Residential,33050 Robin Ln,Running Springs Area,CA,92382,306000,2,1,840,2400,1970,364,34.211112,-117.0820859,90
Single Family Residential,16791 Bayview Dr,Huntington Beach,CA,92649,2599000,3,3,2618,2400,1976,993,33.718821,-118.070417,117
Single Family Residential,1714 Walton Ave,Los Angeles,CA,90006,520000,2,1,720,2400,1913,722,34.0422329,-118.2949022,151
Single Family Residential,862 Willow Ln,Big Bear City,CA,92314,305000,2,1,720,2400,1982,424,34.2456527,-116.8005098,278
Single Family Residential,2844 New Deal Ave,El Monte,CA,91733,610000,2,1,816,2402,1938,748,34.0622312,-118.0319433,34
Single Family Residential,12441 Interior Cir,Los Alamitos,CA,90720,1127000,3,2.5,1902,2405,1971,593,33.7819731,-118.0431488,2
Single Family Residential,441 Gould Ave,Hermosa Beach,CA,90254,3099000,3,2,2064,2411,1966,1501,33.874459,-118.4018929,40
Single Family Residential,2368 Pine Dr,Running Springs Area,CA,92382,370000,3,1.5,1168,2425,1978,317,34.2107097,-117.0770478,40
Single Family Residential,193 Riverside Ave,Sugarloaf,CA,92386,344990,2,1,840,2425,1971,411,34.248699,-116.834239,79
Single Family Residential,19222 Elm Dr,Apple Valley,CA,92308,269999,2,2,1380,2430,1986,196,34.4648726,-117.2440481,105
Single Family Residential,4173 Agnes Ave,Lynwood,CA,90262,420000,2,1,724,2446,1951,580,33.9157037,-118.1953895,17
Single Family Residential,4252 Union Pacific Ave,Los Angeles,CA,90023,425000,2,1,790,2447,1946,538,34.0164766,-118.1818321,24
Single Family Residential,4252 Union Pacific Ave,Los Angeles,CA,90023,435000,2,1,790,2447,1946,551,34.0164766,-118.1818321,24
Single Family Residential,1710 Plaza Del Norte,Newport Beach,CA,92661,3498000,2,1.5,1115,2450,1947,3137,33.5985822,-117.8877042,32
Single Family Residential,1024 Ocean Dr,Oxnard,CA,93035,2750000,5,3.5,2959,2450,2006,929,34.1520135,-119.2179251,63
Single Family Residential,148 Van Nuys Ave,Oxnard,CA,93035,1345000,4,3,2008,2450,1976,670,34.1501631,-119.2147902,65
Single Family Residential,1608 E St,Bakersfield,CA,93301,240000,3,2,884,2452,1910,271,35.372755,-119.0244664,33
Single Family Residential,16007 Dexter St,Chino,CA,91708,709999,3,2.5,1626,2456,2019,437,33.9630634,-117.6411732,19
Single Family Residential,445 Longfellow Ave,Hermosa Beach,CA,90254,2650000,4,3,2185,2458,1939,1213,33.8770784,-118.4032635,8
Single Family Residential,19078 Cedar Dr,Apple Valley,CA,92308,317000,2,2,1408,2460,1989,225,34.4642719,-117.2470721,304
Single Family Residential,1455 Prairie Rose Ln,Upland,CA,91786,768990,3,2.5,1572,2462,2025,489,34.0992311,-117.6307335,2
Single Family Residential,1455 Prairie Rose Ln,Upland,CA,91786,768990,3,2.5,1572,2462,2025,489,34.0992311,-117.6307335,2
Single Family Residential,16143 Saint Croix Cir,Huntington Beach,CA,92649,3178000,4,3,2366,2465,1973,1343,33.7274903,-118.0625522,38
Single Family Residential,32798 Crystal Cove Ct,Winchester,CA,92596,495400,3,2.5,1846,2465,2025,268,33.698135,-117.091105,45
Multi-Family (2-4 Unit),213 41st St,Newport Beach,CA,92663,3250000,6,4,3266,2465,1950,995,33.6197295,-117.9363135,61
Single Family Residential,4122 Alabar Way,Oceanside,CA,92056,840000,4,2.5,1539,2470,1987,546,33.2047292,-117.2843069,9
Single Family Residential,29219 Lyon Dr,Cedar Glen,CA,92321,189000,2,1,816,2470,1951,232,34.2534692,-117.1656169,33
Single Family Residential,11714 S Spring St,Los Angeles,CA,90061,599000,2,1,774,2472,1936,774,33.9268575,-118.2759018,29
Multi-Family (2-4 Unit),231 Longfellow Ave,Hermosa Beach,CA,90254,2950000,4,2,1710,2474,1961,1725,33.8761324,-118.4056819,28
Single Family Residential,437 Hanford,Escondido,CA,92027,585000,2,2,1000,2478,1985,585,33.142808,-117.043849,45
Single Family Residential,737 Nob Cir,Vista,CA,92084,415000,2,2,1102,2479,1977,377,33.2193878,-117.2307895,161
Single Family Residential,785 Vista Ave,Sugarloaf,CA,92386,315000,2,1,928,2482,1977,339,34.23792,-116.830991,93
Single Family Residential,418 W Spruce St,Compton,CA,90220,600000,2,1,931,2496,1958,644,33.9024593,-118.2308387,14
Multi-Family (2-4 Unit),1209 W 40th Pl,Los Angeles,CA,90037,730000,4,2,1944,2497,1924,376,34.0100686,-118.2963493,9
Multi-Family (2-4 Unit),2401 E Hatchway St,Compton,CA,90222,599000,3,2,1128,2497,1929,531,33.9100882,-118.2265526,95
Single Family Residential,610 N Tremont St,Oceanside,CA,92054,1799000,4,2.5,2618,2498,2005,687,33.1991582,-117.3830895,103
Single Family Residential,11340 Rincon Ave,San Fernando,CA,91340,649900,3,2,865,2499,1958,751,34.2764538,-118.4493915,75
Single Family Residential,600 Rose Ln,Twin Peaks,CA,92391,420000,5,1.5,1461,2500,1948,287,34.2423828,-117.2325434,2
Single Family Residential,2395 Fir Dr,Running Springs Area,CA,92382,335000,2,1,676,2500,1975,496,34.2101602,-117.0776269,2
Single Family Residential,5823 Seahorse Ct,Playa Vista,CA,90094,3360000,4,3.5,2800,2500,2015,1200,33.9738486,-118.4192539,3
Single Family Residential,2058 Montgomery Ave,Cardiff By The Sea,CA,92007,2888000,3,3.5,1888,2500,2025,1530,33.0228621,-117.2805281,3
Single Family Residential,7117 Shadygrove St,Tujunga,CA,91042,520000,1,1,525,2500,1954,990,34.2475431,-118.2865481,4
Single Family Residential,326 Imperial Ave,Sugarloaf,CA,92386,300000,2,1,760,2500,1979,395,34.2463778,-116.8323978,5
Single Family Residential,738 E Meadow Ln,Big Bear City,CA,92314,289000,2,2,840,2500,1976,344,34.265632,-116.8319606,5
Single Family Residential,170 Wabash Ln,Sugarloaf,CA,92386,379000,2,1,896,2500,1978,423,34.249254,-116.8301887,5
Single Family Residential,568 Wanita Ln,Big Bear Lake,CA,92315,299000,2,1,520,2500,1946,575,34.2424026,-116.924964,10
Single Family Residential,423 Forest Ln,Crestline,CA,92325,260000,1,1,640,2500,1945,406,34.245663,-117.306634,11
Single Family Residential,918 W Aeroplane Blvd,Big Bear City,CA,92314,349900,2,1,608,2500,1977,575,34.2609731,-116.8615592,11
Single Family Residential,25 Hot Spring Canyon Rd,San Juan Capistrano,CA,92675,349900,3,1,1300,2500,1926,269,33.600509,-117.511883,16
Single Family Residential,2208 Oxford Ave,Cardiff,CA,92007,2100000,3,2.5,2067,2500,1988,1016,33.0208658,-117.2782405,17
Single Family Residential,317 Moreno Ln,Sugarloaf,CA,92386,395000,2,1,1076,2500,1955,367,34.246547,-116.826595,17
Single Family Residential,740 Los Angeles Ave,Sugarloaf,CA,92386,225000,1,1,570,2500,1972,395,34.23875,-116.832701,19
Single Family Residential,5874 silver oaks Dr,Chino,CA,91710,688000,3,2.5,2000,2500,2018,344,34.0178295,-117.6766808,23
Single Family Residential,926 Angeles Blvd,Big Bear City,CA,92314,270000,1,1,754,2500,1987,358,34.2637597,-116.8281589,24
Single Family Residential,907 W Rainbow Blvd,Big Bear City,CA,92314,249900,2,2,908,2500,1968,275,34.258652,-116.861126,25
Single Family Residential,42554 Cedar Ave,Big Bear Lake,CA,92315,375000,2,1,768,2500,1979,488,34.2370698,-116.8737756,27
Single Family Residential,712 San Bernardino Ave,Sugarloaf,CA,92386,269900,1,1,504,2500,1965,536,34.239222,-116.833504,33
